zona,hayMovimiento,fecha
Casa/Salon,1,2024-01-25 18:29:25
Casa/Salon,1,2024-01-25 18:29:30
Casa/Salon,1,2024-01-25 18:29:35
Casa/Salon,1,2024-01-25 18:29:45
Casa/Salon,1,2024-01-25 18:29:55
Casa/Salon,1,2024-01-25 18:30:00
Casa/Salon,1,2024-01-25 18:30:05
Casa/Salon,1,2024-01-25 18:30:15
Casa/Salon,1,2024-01-25 18:30:20
Casa/Salon,1,2024-01-25 18:30:25
Casa/Salon,1,2024-01-25 18:30:45
Casa/Salon,1,2024-01-25 18:30:50
Casa/Salon,1,2024-01-25 18:31:05
Casa/Salon,1,2024-01-25 18:31:20
Casa/Salon,1,2024-01-25 18:31:25
Casa/Salon,1,2024-01-25 18:31:35
Casa/Salon,1,2024-01-25 18:31:45
Casa/Salon,1,2024-01-25 18:32:00
Casa/Salon,1,2024-01-25 18:32:05
Casa/Salon,1,2024-01-25 18:32:10
Casa/Salon,1,2024-01-25 18:32:20
Casa/Salon,1,2024-01-25 18:32:25
Casa/Salon,1,2024-01-25 18:32:30
Casa/Salon,1,2024-01-25 18:32:45
Casa/Salon,1,2024-01-25 18:32:50
Casa/Salon,1,2024-01-25 18:32:55
Casa/Salon,1,2024-01-25 18:33:00
Casa/Salon,1,2024-01-25 18:33:05
Casa/Salon,1,2024-01-25 18:33:15
Casa/Salon,1,2024-01-25 18:33:30
Casa/Salon,1,2024-01-25 18:33:35
Casa/Salon,1,2024-01-25 18:33:40
Casa/Salon,1,2024-01-25 18:34:00
Casa/Salon,1,2024-01-25 18:34:05
Casa/Salon,1,2024-01-25 18:34:15
Casa/Salon,1,2024-01-25 18:34:20
Casa/Salon,1,2024-01-25 18:34:30
Casa/Salon,1,2024-01-25 18:34:35
Casa/Salon,1,2024-01-25 18:34:40
Casa/Salon,1,2024-01-25 18:34:45
Casa/Salon,1,2024-01-25 18:34:50
Casa/Salon,1,2024-01-25 18:35:00
Casa/Salon,1,2024-01-25 18:35:05
Casa/Salon,1,2024-01-25 18:35:10
Casa/Salon,1,2024-01-25 18:35:20
Casa/Salon,1,2024-01-25 18:35:25
Casa/Salon,1,2024-01-25 18:35:40
Casa/Salon,1,2024-01-25 18:35:45
Casa/Salon,1,2024-01-25 18:35:50
Casa/Salon,1,2024-01-25 18:35:55
Casa/Salon,1,2024-01-25 18:36:10
Casa/Salon,1,2024-01-25 18:36:15
Casa/Salon,1,2024-01-25 18:36:20
Casa/Salon,1,2024-01-25 18:36:30
Casa/Salon,1,2024-01-25 18:36:40
Casa/Salon,1,2024-01-25 18:36:50
Casa/Salon,1,2024-01-25 18:37:10
Casa/Salon,1,2024-01-25 18:37:20
Casa/Salon,1,2024-01-25 18:37:30
Casa/Salon,1,2024-01-25 18:37:50
Casa/Salon,1,2024-01-25 18:38:00
Casa/Salon,1,2024-01-25 18:38:05
Casa/Salon,1,2024-01-25 18:38:15
Casa/Salon,1,2024-01-25 18:38:25
Casa/Salon,1,2024-01-25 18:38:30
Casa/Salon,1,2024-01-25 18:38:35
Casa/Salon,1,2024-01-25 18:38:45
Casa/Salon,1,2024-01-25 18:38:55
Casa/Salon,1,2024-01-25 18:39:05
Casa/Salon,1,2024-01-25 18:39:15
Casa/Salon,1,2024-01-25 18:39:20
Casa/Salon,1,2024-01-25 18:39:25
Casa/Salon,1,2024-01-25 18:39:30
Casa/Salon,1,2024-01-25 18:39:35
Casa/Salon,1,2024-01-25 18:39:40
Casa/Salon,1,2024-01-25 18:39:45
Casa/Salon,1,2024-01-25 18:39:50
Casa/Salon,1,2024-01-25 18:39:55
Casa/Salon,1,2024-01-25 18:40:00
Casa/Salon,1,2024-01-25 18:40:05
Casa/Salon,1,2024-01-25 18:40:10
Casa/Salon,1,2024-01-25 18:40:20
Casa/Salon,1,2024-01-25 18:40:25
Casa/Salon,1,2024-01-25 18:40:30
Casa/Salon,1,2024-01-25 18:40:35
Casa/Salon,1,2024-01-25 18:40:40
Casa/Salon,1,2024-01-25 18:40:45
Casa/Salon,1,2024-01-25 18:40:55
Casa/Salon,1,2024-01-25 18:41:00
Casa/Salon,1,2024-01-25 18:41:10
Casa/Salon,1,2024-01-25 18:41:20
Casa/Salon,1,2024-01-25 18:41:30
Casa/Salon,1,2024-01-25 18:41:40
Casa/Salon,1,2024-01-25 18:41:45
Casa/Salon,1,2024-01-25 18:41:50
Casa/Salon,1,2024-01-25 18:41:55
Casa/Salon,1,2024-01-25 18:42:00
Casa/Salon,1,2024-01-25 18:42:05
Casa/Salon,1,2024-01-25 18:42:25
Casa/Salon,1,2024-01-25 18:42:30
Casa/Salon,1,2024-01-25 18:42:35
Casa/Salon,1,2024-01-25 18:43:00
Casa/Salon,1,2024-01-25 18:43:10
Casa/Salon,1,2024-01-25 18:43:45
Casa/Salon,1,2024-01-25 18:43:50
Casa/Salon,1,2024-01-25 18:44:00
Casa/Salon,1,2024-01-25 18:44:05
Casa/Salon,1,2024-01-25 18:44:10
Casa/Salon,1,2024-01-25 18:44:30
Casa/Salon,1,2024-01-25 18:44:35
Casa/Salon,1,2024-01-25 18:44:40
Casa/Salon,1,2024-01-25 18:44:45
Casa/Salon,1,2024-01-25 18:45:00
Casa/Salon,1,2024-01-25 18:45:10
Casa/Salon,1,2024-01-25 18:45:20
Casa/Salon,1,2024-01-25 18:45:25
Casa/Salon,1,2024-01-25 18:45:30
Casa/Salon,1,2024-01-25 18:45:40
Casa/Salon,1,2024-01-25 18:45:45
Casa/Salon,1,2024-01-25 18:45:50
Casa/Salon,1,2024-01-25 18:46:00
Casa/Salon,1,2024-01-25 18:46:10
Casa/Salon,1,2024-01-25 18:46:15
Casa/Salon,1,2024-01-25 18:46:25
Casa/Salon,1,2024-01-25 18:46:30
Casa/Salon,1,2024-01-25 18:46:40
Casa/Salon,1,2024-01-25 18:46:55
Casa/Salon,1,2024-01-25 18:47:00
Casa/Salon,1,2024-01-25 18:47:10
Casa/Salon,1,2024-01-25 18:47:15
Casa/Salon,1,2024-01-25 18:47:20
Casa/Salon,1,2024-01-25 18:47:25
Casa/Salon,1,2024-01-25 18:47:35
Casa/Salon,1,2024-01-25 18:47:50
Casa/Salon,1,2024-01-25 18:47:55
Casa/Salon,1,2024-01-25 18:48:00
Casa/Salon,1,2024-01-25 18:48:05
Casa/Salon,1,2024-01-25 18:48:20
Casa/Salon,1,2024-01-25 18:48:25
Casa/Salon,1,2024-01-25 18:48:30
Casa/Salon,1,2024-01-25 18:48:35
Casa/Salon,1,2024-01-25 18:48:40
Casa/Salon,1,2024-01-25 18:48:50
Casa/Salon,1,2024-01-25 18:48:55
Casa/Salon,1,2024-01-25 18:49:05
Casa/Salon,1,2024-01-25 18:49:10
Casa/Salon,1,2024-01-25 18:49:15
Casa/Salon,1,2024-01-25 18:49:25
Casa/Salon,1,2024-01-25 18:49:30
Casa/Salon,1,2024-01-25 18:49:35
Casa/Salon,1,2024-01-25 18:49:40
Casa/Salon,1,2024-01-25 18:49:50
Casa/Salon,1,2024-01-25 18:50:00
Casa/Salon,1,2024-01-25 18:50:05
Casa/Salon,1,2024-01-25 18:50:10
Casa/Salon,1,2024-01-25 18:50:15
Casa/Salon,1,2024-01-25 18:50:25
Casa/Salon,1,2024-01-25 18:50:30
Casa/Salon,1,2024-01-25 18:50:35
Casa/Salon,1,2024-01-25 18:50:45
Casa/Salon,1,2024-01-25 18:50:50
Casa/Salon,1,2024-01-25 18:51:00
Casa/Salon,1,2024-01-25 18:51:05
Casa/Salon,1,2024-01-25 18:51:10
Casa/Salon,1,2024-01-25 18:51:25
Casa/Salon,1,2024-01-25 18:51:35
Casa/Salon,1,2024-01-25 18:51:40
Casa/Salon,1,2024-01-25 18:51:45
Casa/Salon,1,2024-01-25 18:51:50
Casa/Salon,1,2024-01-25 18:51:55
Casa/Salon,1,2024-01-25 18:52:10
Casa/Salon,1,2024-01-25 18:52:15
Casa/Salon,1,2024-01-25 18:52:20
Casa/Salon,1,2024-01-25 18:52:35
Casa/Salon,1,2024-01-25 18:52:40
Casa/Salon,1,2024-01-25 18:52:45
Casa/Salon,1,2024-01-25 18:52:55
Casa/Salon,1,2024-01-25 18:53:10
Casa/Salon,1,2024-01-25 18:53:20
Casa/Salon,1,2024-01-25 18:53:25
Casa/Salon,1,2024-01-25 18:53:35
Casa/Salon,1,2024-01-25 18:53:40
Casa/Salon,1,2024-01-25 18:53:50
Casa/Salon,1,2024-01-25 18:53:55
Casa/Salon,1,2024-01-25 18:54:00
Casa/Salon,1,2024-01-25 18:54:15
Casa/Salon,1,2024-01-25 18:54:20
Casa/Salon,1,2024-01-25 18:54:25
Casa/Salon,1,2024-01-25 18:54:30
Casa/Salon,1,2024-01-25 18:54:35
Casa/Salon,1,2024-01-25 18:54:40
Casa/Salon,1,2024-01-25 18:54:50
Casa/Salon,1,2024-01-25 18:54:55
Casa/Salon,1,2024-01-25 18:55:00
Casa/Salon,1,2024-01-25 18:55:15
Casa/Salon,1,2024-01-25 18:55:20
Casa/Salon,1,2024-01-25 18:55:25
Casa/Salon,1,2024-01-25 18:55:30
Casa/Salon,1,2024-01-25 18:55:35
Casa/Salon,1,2024-01-25 18:55:45
Casa/Salon,1,2024-01-25 18:55:50
Casa/Salon,1,2024-01-25 18:56:05
Casa/Salon,1,2024-01-25 18:56:15
Casa/Salon,1,2024-01-25 18:56:20
Casa/Salon,1,2024-01-25 18:56:30
Casa/Salon,1,2024-01-25 18:56:35
Casa/Salon,1,2024-01-25 18:56:40
Casa/Salon,1,2024-01-25 18:56:45
Casa/Salon,1,2024-01-25 18:56:55
Casa/Salon,1,2024-01-25 18:57:00
Casa/Salon,1,2024-01-25 18:57:15
Casa/Salon,1,2024-01-25 18:57:30
Casa/Salon,1,2024-01-25 18:57:35
Casa/Salon,1,2024-01-25 18:57:40
Casa/Salon,1,2024-01-25 18:57:50
Casa/Salon,1,2024-01-25 18:57:55
Casa/Salon,1,2024-01-25 18:58:05
Casa/Salon,1,2024-01-25 18:58:15
Casa/Salon,1,2024-01-25 18:58:20
Casa/Salon,1,2024-01-25 18:58:25
Casa/Salon,1,2024-01-25 18:58:30
Casa/Salon,1,2024-01-25 18:58:35
Casa/Salon,1,2024-01-25 18:58:45
Casa/Salon,1,2024-01-25 18:58:50
Casa/Salon,1,2024-01-25 18:58:55
Casa/Salon,1,2024-01-25 18:59:00
Casa/Salon,1,2024-01-25 18:59:05
Casa/Salon,1,2024-01-25 18:59:10
Casa/Salon,1,2024-01-25 18:59:15
Casa/Salon,1,2024-01-25 18:59:25
Casa/Salon,1,2024-01-25 18:59:30
Casa/Salon,1,2024-01-25 18:59:45
Casa/Salon,1,2024-01-25 19:00:00
Casa/Salon,1,2024-01-25 19:00:05
Casa/Salon,1,2024-01-25 19:00:15
Casa/Salon,1,2024-01-25 19:00:20
Casa/Salon,1,2024-01-25 19:00:25
Casa/Salon,1,2024-01-25 19:00:30
Casa/Salon,1,2024-01-25 19:00:35
Casa/Salon,1,2024-01-25 19:00:40
Casa/Salon,1,2024-01-25 19:00:55
Casa/Salon,1,2024-01-25 19:01:00
Casa/Salon,1,2024-01-25 19:01:05
Casa/Salon,1,2024-01-25 19:01:10
Casa/Salon,1,2024-01-25 19:01:15
Casa/Salon,1,2024-01-25 19:01:20
Casa/Salon,1,2024-01-25 19:01:30
Casa/Salon,1,2024-01-25 19:01:40
Casa/Salon,1,2024-01-25 19:01:45
Casa/Salon,1,2024-01-25 19:01:50
Casa/Salon,1,2024-01-25 19:01:55
Casa/Salon,1,2024-01-25 19:02:00
Casa/Salon,1,2024-01-25 19:02:10
Casa/Salon,1,2024-01-25 19:02:15
Casa/Salon,1,2024-01-25 19:02:25
Casa/Salon,1,2024-01-25 19:02:30
Casa/Salon,1,2024-01-25 19:02:35
Casa/Salon,1,2024-01-25 19:02:40
Casa/Salon,1,2024-01-25 19:02:45
Casa/Salon,1,2024-01-25 19:02:50
Casa/Salon,1,2024-01-25 19:02:55
Casa/Salon,1,2024-01-25 19:03:00
Casa/Salon,1,2024-01-25 19:03:10
Casa/Salon,1,2024-01-25 19:03:15
Casa/Salon,1,2024-01-25 19:03:20
Casa/Salon,1,2024-01-25 19:03:30
Casa/Salon,1,2024-01-25 19:03:35
Casa/Salon,1,2024-01-25 19:03:45
Casa/Salon,1,2024-01-25 19:03:55
Casa/Salon,1,2024-01-25 19:04:00
Casa/Salon,1,2024-01-25 19:04:05
Casa/Salon,1,2024-01-25 19:04:15
Casa/Salon,1,2024-01-25 19:04:20
Casa/Salon,1,2024-01-25 19:04:35
Casa/Salon,1,2024-01-25 19:04:40
Casa/Salon,1,2024-01-25 19:04:50
Casa/Salon,1,2024-01-25 19:04:55
Casa/Salon,1,2024-01-25 19:05:00
Casa/Salon,1,2024-01-25 19:05:05
Casa/Salon,1,2024-01-25 19:05:10
Casa/Salon,1,2024-01-25 19:05:20
Casa/Salon,1,2024-01-25 19:05:30
Casa/Salon,1,2024-01-25 19:05:40
Casa/Salon,1,2024-01-25 19:06:00
Casa/Salon,1,2024-01-25 19:06:15
Casa/Salon,1,2024-01-25 19:06:20
Casa/Salon,1,2024-01-25 19:06:30
Casa/Salon,1,2024-01-25 19:06:40
Casa/Salon,1,2024-01-25 19:06:45
Casa/Salon,1,2024-01-25 19:07:00
Casa/Salon,1,2024-01-25 19:07:05
Casa/Salon,1,2024-01-25 19:07:40
Casa/Salon,1,2024-01-25 19:07:50
Casa/Salon,1,2024-01-25 19:08:00
Casa/Salon,1,2024-01-25 19:08:10
Casa/Salon,1,2024-01-25 19:08:15
Casa/Salon,1,2024-01-25 19:08:25
Casa/Salon,1,2024-01-25 19:08:50
Casa/Salon,1,2024-01-25 19:09:00
Casa/Salon,1,2024-01-25 19:09:05
Casa/Salon,1,2024-01-25 19:09:15
Casa/Salon,1,2024-01-25 19:09:20
Casa/Salon,1,2024-01-25 19:09:45
Casa/Salon,1,2024-01-25 19:09:55
Casa/Salon,1,2024-01-25 19:10:05
Casa/Salon,1,2024-01-25 19:10:20
Casa/Salon,1,2024-01-25 19:10:35
Casa/Salon,1,2024-01-25 19:10:40
Casa/Salon,1,2024-01-25 19:10:50
Casa/Salon,1,2024-01-25 19:11:05
Casa/Salon,1,2024-01-25 19:11:10
Casa/Salon,1,2024-01-25 19:11:20
Casa/Salon,1,2024-01-25 19:11:25
Casa/Salon,1,2024-01-25 19:11:30
Casa/Salon,1,2024-01-25 19:11:40
Casa/Salon,1,2024-01-25 19:11:45
Casa/Salon,1,2024-01-25 19:11:50
Casa/Salon,1,2024-01-25 19:12:05
Casa/Salon,1,2024-01-25 19:12:10
Casa/Salon,1,2024-01-25 19:12:15
Casa/Salon,1,2024-01-25 19:12:20
Casa/Salon,1,2024-01-25 19:12:25
Casa/Salon,1,2024-01-25 19:12:35
Casa/Salon,1,2024-01-25 19:12:40
Casa/Salon,1,2024-01-25 19:12:45
Casa/Salon,1,2024-01-25 19:12:50
Casa/Salon,1,2024-01-25 19:13:00
Casa/Salon,1,2024-01-25 19:13:05
Casa/Salon,1,2024-01-25 19:13:20
Casa/Salon,1,2024-01-25 19:13:25
Casa/Salon,1,2024-01-25 19:13:30
Casa/Salon,1,2024-01-25 19:13:35
Casa/Salon,1,2024-01-25 19:13:40
Casa/Salon,1,2024-01-25 19:13:45
Casa/Salon,1,2024-01-25 19:13:50
Casa/Salon,1,2024-01-25 19:13:55
Casa/Salon,1,2024-01-25 19:14:00
Casa/Salon,1,2024-01-25 19:14:20
Casa/Salon,1,2024-01-25 19:14:30
Casa/Salon,1,2024-01-25 19:14:35
Casa/Salon,1,2024-01-25 19:14:40
Casa/Salon,1,2024-01-25 19:14:45
Casa/Salon,1,2024-01-25 19:14:50
Casa/Salon,1,2024-01-25 19:14:55
Casa/Salon,1,2024-01-25 19:15:00
Casa/Salon,1,2024-01-25 19:15:05
Casa/Salon,1,2024-01-25 19:15:20
Casa/Salon,1,2024-01-25 19:15:25
Casa/Salon,1,2024-01-25 19:15:40
Casa/Salon,1,2024-01-25 19:15:45
Casa/Salon,1,2024-01-25 19:15:55
Casa/Salon,1,2024-01-25 19:16:00
Casa/Salon,1,2024-01-25 19:16:05
Casa/Salon,1,2024-01-25 19:16:15
Casa/Salon,1,2024-01-25 19:16:30
Casa/Salon,1,2024-01-25 19:16:35
Casa/Salon,1,2024-01-25 19:16:40
Casa/Salon,1,2024-01-25 19:16:50
Casa/Salon,1,2024-01-25 19:17:00
Casa/Salon,1,2024-01-25 19:17:05
Casa/Salon,1,2024-01-25 19:17:20
Casa/Salon,1,2024-01-25 19:17:30
Casa/Salon,1,2024-01-25 19:17:35
Casa/Salon,1,2024-01-25 19:17:45
Casa/Salon,1,2024-01-25 19:17:50
Casa/Salon,1,2024-01-25 19:17:55
Casa/Salon,1,2024-01-25 19:18:00
Casa/Salon,1,2024-01-25 19:18:05
Casa/Salon,1,2024-01-25 19:18:20
Casa/Salon,1,2024-01-25 19:18:25
Casa/Salon,1,2024-01-25 19:18:30
Casa/Salon,1,2024-01-25 19:18:40
Casa/Salon,1,2024-01-25 19:18:50
Casa/Salon,1,2024-01-25 19:18:55
Casa/Salon,1,2024-01-25 19:19:05
Casa/Salon,1,2024-01-25 19:19:15
Casa/Salon,1,2024-01-25 19:19:20
Casa/Salon,1,2024-01-25 19:19:25
Casa/Salon,1,2024-01-25 19:19:30
Casa/Salon,1,2024-01-25 19:19:45
Casa/Salon,1,2024-01-25 19:19:55
Casa/Salon,1,2024-01-25 19:20:25
Casa/Salon,1,2024-01-25 19:20:30
Casa/Salon,1,2024-01-25 19:20:35
Casa/Salon,1,2024-01-25 19:20:40
Casa/Salon,1,2024-01-25 19:20:45
Casa/Salon,1,2024-01-25 19:20:55
Casa/Salon,1,2024-01-25 19:21:00
Casa/Salon,1,2024-01-25 19:21:05
Casa/Salon,1,2024-01-25 19:21:10
Casa/Salon,1,2024-01-25 19:21:15
Casa/Salon,1,2024-01-25 19:21:20
Casa/Salon,1,2024-01-25 19:21:30
Casa/Salon,1,2024-01-25 19:21:45
Casa/Salon,1,2024-01-25 19:21:50
Casa/Salon,1,2024-01-25 19:21:55
Casa/Salon,1,2024-01-25 19:22:05
Casa/Salon,1,2024-01-25 19:22:10
Casa/Salon,1,2024-01-25 19:22:15
Casa/Salon,1,2024-01-25 19:22:20
Casa/Salon,1,2024-01-25 19:22:25
Casa/Salon,1,2024-01-25 19:22:30
Casa/Salon,1,2024-01-25 19:22:35
Casa/Salon,1,2024-01-25 19:22:40
Casa/Salon,1,2024-01-25 19:22:50
Casa/Salon,1,2024-01-25 19:22:55
Casa/Salon,1,2024-01-25 19:23:00
Casa/Salon,1,2024-01-25 19:23:05
Casa/Salon,1,2024-01-25 19:23:15
Casa/Salon,1,2024-01-25 19:23:20
Casa/Salon,1,2024-01-25 19:23:35
Casa/Salon,1,2024-01-25 19:23:40
Casa/Salon,1,2024-01-25 19:23:45
Casa/Salon,1,2024-01-25 19:23:50
Casa/Salon,1,2024-01-25 19:23:55
Casa/Salon,1,2024-01-25 19:24:00
Casa/Salon,1,2024-01-25 19:24:05
Casa/Salon,1,2024-01-25 19:24:15
Casa/Salon,1,2024-01-25 19:24:20
Casa/Salon,1,2024-01-25 19:24:25
Casa/Salon,1,2024-01-25 19:24:30
Casa/Salon,1,2024-01-25 19:24:40
Casa/Salon,1,2024-01-25 19:24:45
Casa/Salon,1,2024-01-25 19:25:15
Casa/Salon,1,2024-01-25 19:25:20
Casa/Salon,1,2024-01-25 19:25:35
Casa/Salon,1,2024-01-25 19:25:40
Casa/Salon,1,2024-01-25 19:25:45
Casa/Salon,1,2024-01-25 19:26:00
Casa/Salon,1,2024-01-25 19:26:10
Casa/Salon,1,2024-01-25 19:26:15
Casa/Salon,1,2024-01-25 19:26:25
Casa/Salon,1,2024-01-25 19:26:30
Casa/Salon,1,2024-01-25 19:26:35
Casa/Salon,1,2024-01-25 19:26:40
Casa/Salon,1,2024-01-25 19:26:45
Casa/Salon,1,2024-01-25 19:27:10
Casa/Salon,1,2024-01-25 19:27:15
Casa/Salon,1,2024-01-25 19:27:20
Casa/Salon,1,2024-01-25 19:27:35
Casa/Salon,1,2024-01-25 19:27:40
Casa/Salon,1,2024-01-25 19:27:45
Casa/Salon,1,2024-01-25 19:27:50
Casa/Salon,1,2024-01-25 19:27:55
Casa/Salon,1,2024-01-25 19:28:00
Casa/Salon,1,2024-01-25 19:28:05
Casa/Salon,1,2024-01-25 19:28:10
Casa/Salon,1,2024-01-25 19:28:15
Casa/Salon,1,2024-01-25 19:28:20
Casa/Salon,1,2024-01-25 19:28:35
Casa/Salon,1,2024-01-25 19:28:45
Casa/Salon,1,2024-01-25 19:29:00
Casa/Salon,1,2024-01-25 19:29:05
Casa/Salon,1,2024-01-25 19:29:15
Casa/Salon,1,2024-01-25 19:29:20
Casa/Salon,1,2024-01-25 19:29:30
Casa/Salon,1,2024-01-25 19:29:35
Casa/Salon,1,2024-01-25 19:29:40
Casa/Salon,1,2024-01-25 19:29:45
Casa/Salon,1,2024-01-25 19:29:50
Casa/Salon,1,2024-01-25 19:30:00
Casa/Salon,1,2024-01-25 19:30:05
Casa/Salon,1,2024-01-25 19:30:10
Casa/Salon,1,2024-01-25 19:30:15
Casa/Salon,1,2024-01-25 19:30:20
Casa/Salon,1,2024-01-25 19:30:25
Casa/Salon,1,2024-01-25 19:30:45
Casa/Salon,1,2024-01-25 19:30:50
Casa/Salon,1,2024-01-25 19:31:00
Casa/Salon,1,2024-01-25 19:31:10
Casa/Salon,1,2024-01-25 19:31:15
Casa/Salon,1,2024-01-25 19:31:20
Casa/Salon,1,2024-01-25 19:31:30
Casa/Salon,1,2024-01-25 19:31:35
Casa/Salon,1,2024-01-25 19:31:40
Casa/Salon,1,2024-01-25 19:31:45
Casa/Salon,1,2024-01-25 19:31:50
Casa/Salon,1,2024-01-25 19:31:55
Casa/Salon,1,2024-01-25 19:32:00
Casa/Salon,1,2024-01-25 19:32:10
Casa/Salon,1,2024-01-25 19:32:15
Casa/Salon,1,2024-01-25 19:32:20
Casa/Salon,1,2024-01-25 19:32:25
Casa/Salon,1,2024-01-25 19:32:40
Casa/Salon,1,2024-01-25 19:32:55
Casa/Salon,1,2024-01-25 19:33:10
Casa/Salon,1,2024-01-25 19:33:15
Casa/Salon,1,2024-01-25 19:33:20
Casa/Salon,1,2024-01-25 19:33:30
Casa/Salon,1,2024-01-25 19:33:35
Casa/Salon,1,2024-01-25 19:33:50
Casa/Salon,1,2024-01-25 19:33:55
Casa/Salon,1,2024-01-25 19:34:00
Casa/Salon,1,2024-01-25 19:34:05
Casa/Salon,1,2024-01-25 19:34:15
Casa/Salon,1,2024-01-25 19:34:25
Casa/Salon,1,2024-01-25 19:34:35
Casa/Salon,1,2024-01-25 19:34:40
Casa/Salon,1,2024-01-25 19:34:45
Casa/Salon,1,2024-01-25 19:34:55
Casa/Salon,1,2024-01-25 19:35:00
Casa/Salon,1,2024-01-25 19:35:05
Casa/Salon,1,2024-01-25 19:35:10
Casa/Salon,1,2024-01-25 19:35:20
Casa/Salon,1,2024-01-25 19:35:25
Casa/Salon,1,2024-01-25 19:35:30
Casa/Salon,1,2024-01-25 19:35:40
Casa/Salon,1,2024-01-25 19:35:45
Casa/Salon,1,2024-01-25 19:35:50
Casa/Salon,1,2024-01-25 19:36:10
Casa/Salon,1,2024-01-25 19:36:15
Casa/Salon,1,2024-01-25 19:36:30
Casa/Salon,1,2024-01-25 19:36:40
Casa/Salon,1,2024-01-25 19:36:45
Casa/Salon,1,2024-01-25 19:37:05
Casa/Salon,1,2024-01-25 19:37:10
Casa/Salon,1,2024-01-25 19:37:40
Casa/Salon,1,2024-01-25 19:37:55
Casa/Salon,1,2024-01-25 19:38:00
Casa/Salon,1,2024-01-25 19:38:10
Casa/Salon,1,2024-01-25 19:38:15
Casa/Salon,1,2024-01-25 19:38:20
Casa/Salon,1,2024-01-25 19:38:35
Casa/Salon,1,2024-01-25 19:38:45
Casa/Salon,1,2024-01-25 19:39:05
Casa/Salon,1,2024-01-25 19:39:10
Casa/Salon,1,2024-01-25 19:39:50
Casa/Salon,1,2024-01-25 19:39:55
Casa/Salon,1,2024-01-25 19:40:05
Casa/Salon,1,2024-01-25 19:40:15
Casa/Salon,1,2024-01-25 19:40:25
Casa/Salon,1,2024-01-25 19:40:30
Casa/Salon,1,2024-01-25 19:40:40
Casa/Salon,1,2024-01-25 19:40:55
Casa/Salon,1,2024-01-25 19:41:05
Casa/Salon,1,2024-01-25 19:41:10
Casa/Salon,1,2024-01-25 19:41:35
Casa/Salon,1,2024-01-25 19:41:40
Casa/Salon,1,2024-01-25 19:41:45
Casa/Salon,1,2024-01-25 19:41:50
Casa/Salon,1,2024-01-25 19:42:05
Casa/Salon,1,2024-01-25 19:42:10
Casa/Salon,1,2024-01-25 19:42:15
Casa/Salon,1,2024-01-25 19:42:20
Casa/Salon,1,2024-01-25 19:42:25
Casa/Salon,1,2024-01-25 19:42:40
Casa/Salon,1,2024-01-25 19:42:45
Casa/Salon,1,2024-01-25 19:42:50
Casa/Salon,1,2024-01-25 19:42:55
Casa/Salon,1,2024-01-25 19:43:00
Casa/Salon,1,2024-01-25 19:43:05
Casa/Salon,1,2024-01-25 19:43:15
Casa/Salon,1,2024-01-25 19:43:20
Casa/Salon,1,2024-01-25 19:43:35
Casa/Salon,1,2024-01-25 19:43:40
Casa/Salon,1,2024-01-25 19:43:45
Casa/Salon,1,2024-01-25 19:43:55
Casa/Salon,1,2024-01-25 19:44:05
Casa/Salon,1,2024-01-25 19:44:10
Casa/Salon,1,2024-01-25 19:44:20
Casa/Salon,1,2024-01-25 19:44:25
Casa/Salon,1,2024-01-25 19:44:30
Casa/Salon,1,2024-01-25 19:44:35
Casa/Salon,1,2024-01-25 19:44:45
Casa/Salon,1,2024-01-25 19:44:55
Casa/Salon,1,2024-01-25 19:45:00
Casa/Salon,1,2024-01-25 19:45:05
Casa/Salon,1,2024-01-25 19:45:10
Casa/Salon,1,2024-01-25 19:45:15
Casa/Salon,1,2024-01-25 19:45:30
Casa/Salon,1,2024-01-25 19:45:40
Casa/Salon,1,2024-01-25 19:45:45
Casa/Salon,1,2024-01-25 19:45:55
Casa/Salon,1,2024-01-25 19:46:00
Casa/Salon,1,2024-01-25 19:46:05
Casa/Salon,1,2024-01-25 19:46:10
Casa/Salon,1,2024-01-25 19:46:15
Casa/Salon,1,2024-01-25 19:46:25
Casa/Salon,1,2024-01-25 19:46:35
Casa/Salon,1,2024-01-25 19:46:40
Casa/Salon,1,2024-01-25 19:46:50
Casa/Salon,1,2024-01-25 19:46:55
Casa/Salon,1,2024-01-25 19:47:00
Casa/Salon,1,2024-01-25 19:47:05
Casa/Salon,1,2024-01-25 19:47:15
Casa/Salon,1,2024-01-25 19:47:30
Casa/Salon,1,2024-01-25 19:47:40
Casa/Salon,1,2024-01-25 19:47:50
Casa/Salon,1,2024-01-25 19:47:55
Casa/Salon,1,2024-01-25 19:48:40
Casa/Salon,1,2024-01-25 19:48:45
Casa/Salon,1,2024-01-25 19:48:50
Casa/Salon,1,2024-01-25 19:49:00
Casa/Salon,1,2024-01-25 19:49:05
Casa/Salon,1,2024-01-25 19:49:10
Casa/Salon,1,2024-01-25 19:49:15
Casa/Salon,1,2024-01-25 19:49:20
Casa/Salon,1,2024-01-25 19:49:30
Casa/Salon,1,2024-01-25 19:49:40
Casa/Salon,1,2024-01-25 19:49:45
Casa/Salon,1,2024-01-25 19:50:00
Casa/Salon,1,2024-01-25 19:50:05
Casa/Salon,1,2024-01-25 19:50:30
Casa/Salon,1,2024-01-25 19:50:35
Casa/Salon,1,2024-01-25 19:50:40
Casa/Salon,1,2024-01-25 19:50:45
Casa/Salon,1,2024-01-25 19:51:00
Casa/Salon,1,2024-01-25 19:51:05
